Rank,Guild Name,Realm,Link
1115,Better Call Wipe,EU (DE)-Thrall,https://www.wowprogress.com/guild/eu/thrall/Better+Call+Wipe
1117,Farsta Fishing,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/Farsta+Fishing
1117,[Raid] Storm,EU-Sylvanas,https://www.wowprogress.com/team/eu/sylvanas/raid-Storm
1120,Feint,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Feint
1125,Hexplosive Alchemi..,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Hexplosive+Alchemists
1128,Burning Tempest,EU (DE)-Dun Morogh,https://www.wowprogress.com/guild/eu/dun-morogh/Burning+Tempest
1128,Burning Tempest,EU (DE)-Malygos,https://www.wowprogress.com/guild/eu/malygos/Burning+Tempest
1130,Sink or Swim,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Sink+or+Swim
1131,Nomads TM,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Nomads+TM
1132,Revs de Cuba,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Revs+de+Cuba
1133,Fap Stars auch,EU (DE)-Eredar,https://www.wowprogress.com/guild/eu/eredar/Fap+Stars+auch
1149,Beyond Harmless,EU-Sylvanas,https://www.wowprogress.com/guild/eu/sylvanas/Beyond+Harmless
1151,Vestige,EU-Drak'thul,https://www.wowprogress.com/guild/eu/drak-thul/Vestige
1153,Regress,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Regress
1155,The Turtle Sanctuary,EU-Nordrassil,https://www.wowprogress.com/guild/eu/nordrassil/The+Turtle+Sanctuary
1159,Rat Pack,EU-Stormscale,https://www.wowprogress.com/guild/eu/stormscale/Rat+Pack
1160,First Union,EU-Ragnaros,https://www.wowprogress.com/guild/eu/ragnaros/First+Union
1170,Redhawk,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Redhawk
1172,Name in Progress,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/Name+in+Progress
1174,Sylvanas Garde,EU (DE)-Forscherliga,https://www.wowprogress.com/guild/eu/forscherliga/Sylvanas+Garde
1175,The Shadowstalkers,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/The+Shadowstalkers
1176,Questionable Morals,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Questionable+Morals
1177,The Cunning Lingui..,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/The+Cunning+Linguists
1191,One Night Stand,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/One+Night+Stand
1194,Glorified Paperwei..,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Glorified+Paperweight
1196,Broilers,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/Broilers
1196,Purrfected,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Purrfected
1198,Poor Execution,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Poor+Execution
1199,Ashen,EU-Hellfire,https://www.wowprogress.com/guild/eu/hellfire/Ashen
1200,Revived,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Revived
1201,Increased,EU (DE)-Eredar,https://www.wowprogress.com/guild/eu/eredar/Increased
1202,Chimera,EU-Bronzebeard,https://www.wowprogress.com/guild/eu/bronzebeard/Chimera
1205,Rhythm,EU-Zenedar,https://www.wowprogress.com/guild/eu/zenedar/Rhythm
1208,Crimson Guards,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Crimson+Guards
1211,Budget Anomalous,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Budget+Anomalous
1211,Close Proximity,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Close+Proximity
1215,rise again,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/rise+again
1216,GoodWipes,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/GoodWipes
1217,Maybe Mythic,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/Maybe+Mythic
1218,One Word No Spaces,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/One+Word+No+Spaces
1220,Concord,EU-Ragnaros,https://www.wowprogress.com/guild/eu/ragnaros/Concord
1223,Absolution,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/Absolution
1230,Lobsters,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Lobsters
1232,Invidia,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Invidia
1233,No Strings Attached,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/No+Strings+Attached
1234,Social Debuff,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Social+Debuff
1235,Impaired,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/Impaired
1244,Oracle,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Oracle
1245,Fluffy Lemon Noodles,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Fluffy+Lemon+Noodles
1247,Severance,EU-Doomhammer,https://www.wowprogress.com/guild/eu/doomhammer/Severance
1249,Jailer Made Me Do It,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Jailer+Made+Me+Do+It
1250,Infinite Ruin,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Infinite+Ruin
1252,Prisma,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Prisma
1254,INSERTCOIN,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/INSERTCOIN
1263,Reaperz,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Reaperz
1268,Iron Edge,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Iron+Edge
1268,Pink Pony Death Sq..,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/Pink+Pony+Death+Squad
1268,Magical Gathering,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Magical+Gathering
1268,Excellent,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Excellent
1272,Lucrum Gaudium,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Lucrum+Gaudium
1273,Ape Enclosure,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Ape+Enclosure
1273,hope is overrated,EU (DE)-Echsenkessel,https://www.wowprogress.com/guild/eu/echsenkessel/hope+is+overrated
1275,Audacity,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Audacity
1276,Deathstroke Division,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Deathstroke+Division
1277,Anarchie,EU (DE)-Der Rat von Dalaran,https://www.wowprogress.com/guild/eu/der-rat-von-dalaran/Anarchie
1277,The Murlocalypse,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/The+Murlocalypse
1279,Bingohallen,EU-Ragnaros,https://www.wowprogress.com/guild/eu/ragnaros/Bingohallen
1281,The Devils Backbone,EU-Turalyon,https://www.wowprogress.com/guild/eu/turalyon/The+Devils+Backbone
1281,TERRA [ TERRA 2day Raid Team],EU-Kazzak,https://www.wowprogress.com/team/eu/kazzak/raid-TERRA+2day+Raid+Team
1301,Bad Alts,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Bad+Alts
1308,Resolve,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Resolve
1312,Voljin and Tonic,EU-Defias Brotherhood,https://www.wowprogress.com/guild/eu/defias-brotherhood/Voljin+and+Tonic
1312,Lobotomized,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/Lobotomized
1312,Shared Braincell,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Shared+Braincell
1319,Drunk n Loaded,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Drunk+n+Loaded
1320,Flat Raid Failing,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Flat+Raid+Failing
1321,Faîth,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/Fa%C3%AEth
1323,Bleeding Guardians,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Bleeding+Guardians
1336,Bog,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Bog
1337,Bad Omen,EU-Dentarg,https://www.wowprogress.com/guild/eu/dentarg/Bad+Omen
1338,Die Gummibärenbande [ Sideraid],EU (DE)-Blackmoore,https://www.wowprogress.com/team/eu/blackmoore/raid-Sideraid
1339,Gibb,EU-Stormscale,https://www.wowprogress.com/guild/eu/stormscale/Gibb
1344,Radiant,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Radiant
1345,Honorbound,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/Honorbound
1347,Kiss My Parse,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/Kiss+My+Parse
1358,Project One,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/Project+One
1360,azure,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/azure
1361,Devious Intention,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Devious+Intention
1362,Akta Frontal,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/Akta+Frontal
1363,Mah Oida,EU (DE)-Arthas,https://www.wowprogress.com/guild/eu/arthas/Mah+Oida
1368,Perfectly Preserve..,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/Perfectly+Preserved+Cake
1369,Immortality,EU-Sylvanas,https://www.wowprogress.com/guild/eu/sylvanas/Immortality
1376,New Horizon,EU (DE)-Eredar,https://www.wowprogress.com/guild/eu/eredar/New+Horizon
1376,Reanimated,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Reanimated
1379,Mountain Chicken,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Mountain+Chicken
1387,Jacked,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Jacked
1388,Vanir,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Vanir
1390,Efficiency,EU-Ragnaros,https://www.wowprogress.com/guild/eu/ragnaros/Efficiency
1390,OMG BRB ICECREAM T..,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/OMG+BRB+ICECREAM+TRUCK
1392,Before the Storm,EU (DE)-Thrall,https://www.wowprogress.com/guild/eu/thrall/Before+the+Storm
1393,Name Pending,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Name+Pending
1395,You Are Not Repaired,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/You+Are+Not+Repaired
1410,Raid in Peace,EU (DE)-Malygos,https://www.wowprogress.com/guild/eu/malygos/Raid+in+Peace
1411,Crimson Raiders,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Crimson+Raiders
1412,Kebab,EU-Dragonblight,https://www.wowprogress.com/guild/eu/dragonblight/Kebab
1412,Insomnîa,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Insomn%C3%AEa
1415,Anxiety Hut,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Anxiety+Hut
1416,Crimson Dusk,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/Crimson+Dusk
1416,Forgotten Glade,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/Forgotten+Glade
1416,Spectral Requiem,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Spectral+Requiem
1419,Angelverein Dalaran,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Angelverein+Dalaran
1419,Deception [ Green],EU-Silvermoon,https://www.wowprogress.com/team/eu/silvermoon/raid-Green
1421,Pixel Stack,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Pixel+Stack
1424,Taco,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Taco
1437,Addiction Therapy,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Addiction+Therapy
1439,The Nine Divines,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/The+Nine+Divines
1444,Not Like This,EU-Stormscale,https://www.wowprogress.com/guild/eu/stormscale/Not+Like+This
1446,Reset Inc,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Reset+Inc
1447,The Revelation,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/The+Revelation
1448,Tiger Rebels,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/Tiger+Rebels
1449,The Lunatics,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/The+Lunatics
1450,One Day,EU (DE)-Thrall,https://www.wowprogress.com/guild/eu/thrall/One+Day
1450,Redline Raiding,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Redline+Raiding
1452,Adapt,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Adapt
1453,Dark Children of C..,EU (DE)-Khaz'goroth,https://www.wowprogress.com/guild/eu/khaz-goroth/Dark+Children+of+CHU+CHU
1453,Poetic Justice,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/Poetic+Justice
1466,Starship,EU-Terokkar,https://www.wowprogress.com/guild/eu/terokkar/Starship
1467,Confluence,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Confluence
1468,Knicklicht,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Knicklicht
1469,Convoca,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/Convoca
1470,Ex cinere,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Ex+cinere
1471,Sklaven des Blutra..,EU (DE)-Kult der Verdammten,https://www.wowprogress.com/guild/eu/kult-der-verdammten/Sklaven+des+Blutrausches
1472,Uníty,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Un%C3%ADty
1477,Concentricity,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/Concentricity
1479,Average,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Average
1481,Straight Outta Sto..,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Straight+Outta+Stockades
1482,No Core Values,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/No+Core+Values
1483,Sleight of Hand,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Sleight+of+Hand
1484,Bedtime Bandits,EU-Drak'thul,https://www.wowprogress.com/guild/eu/drak-thul/Bedtime+Bandits
1502,Utopíe,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Utop%C3%ADe
1503,The Revengers,EU-Burning Legion,https://www.wowprogress.com/guild/eu/burning-legion/The+Revengers
1504,Enraged [ USE],EU (DE)-Kargath,https://www.wowprogress.com/team/eu/kargath/raid-USE
1504,Scratch,EU-Burning Legion,https://www.wowprogress.com/guild/eu/burning-legion/Scratch
1506,Dispel Please,EU-Kor'gall,https://www.wowprogress.com/guild/eu/kor-gall/Dispel+Please
1509,Disobedient [ Disobedient Group III],EU-Twisting Nether,https://www.wowprogress.com/team/eu/twisting-nether/raid-Disobedient+Group+III
1520,Army of Idiots,EU-Kul Tiras,https://www.wowprogress.com/guild/eu/kul-tiras/Army+of+Idiots
1520,God Complex,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/God+Complex
1524,Causing Mischief,EU-Sylvanas,https://www.wowprogress.com/guild/eu/sylvanas/Causing+Mischief
1525,Kings Honour,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/Kings+Honour
1526,Team Two,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/Team+Two
1527,Virtuous Syndicate,EU-Doomhammer,https://www.wowprogress.com/guild/eu/doomhammer/Virtuous+Syndicate
1529,Final Contact,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/Final+Contact
1529,Unbound,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Unbound
1531,Sérendipity,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/S%C3%A9rendipity
1551,Has Left The Guild,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Has+Left+The+Guild
1558,Nightfall Churchill,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Nightfall+Churchill
1559,Fallen Kings,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/Fallen+Kings
1561,HEXENDREIECK,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/HEXENDREIECK
1571,Refrigeraiders,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Refrigeraiders
1571,EinsZweiVier,EU (DE)-Thrall,https://www.wowprogress.com/guild/eu/thrall/EinsZweiVier
1573,Promised,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Promised
1574,Stasis,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Stasis
1575,Insuperabilis,EU (DE)-Eredar,https://www.wowprogress.com/guild/eu/eredar/Insuperabilis
1575,Kairn,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Kairn
1578,Mooncloud,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/Mooncloud
1579,Calm Before the St..,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/Calm+Before+the+Storm
1580,Jägarna,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/J%C3%A4garna
1581,Schattenspiel,EU (DE)-Nozdormu,https://www.wowprogress.com/guild/eu/nozdormu/Schattenspiel
1584,Silver River,EU-Ragnaros,https://www.wowprogress.com/guild/eu/ragnaros/Silver+River
1584,Reclear,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Reclear
1598,Edge of the Comfor..,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/Edge+of+the+Comfort+Zone
1600,It Is What It Is,EU (DE)-Eredar,https://www.wowprogress.com/guild/eu/eredar/It+Is+What+It+Is
1601,ZonK,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/ZonK
1602,The Sequel,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/The+Sequel
1634,RiP Vault,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/RiP+Vault
1636,Söhne des Drachen,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/S%C3%B6hne+des+Drachen
1636,Super Phun Thyme,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Super+Phun+Thyme
1639,Passage,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Passage
1641,Student Council,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Student+Council
1642,Clean Break,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/Clean+Break
1646,Okay,EU (DE)-Eredar,https://www.wowprogress.com/guild/eu/eredar/Okay
1648,Obscura Exorsus,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Obscura+Exorsus
1651,Baboon Squad,EU-Stormscale,https://www.wowprogress.com/guild/eu/stormscale/Baboon+Squad
1651,Sharing Needles,EU-Frostmane,https://www.wowprogress.com/guild/eu/frostmane/Sharing+Needles
1654,The Great Pfush,EU (DE)-Malfurion,https://www.wowprogress.com/guild/eu/malfurion/The+Great+Pfush
1655,High Rollers,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/High+Rollers
1657,The Empty Tankard,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/The+Empty+Tankard
1672,Reign,EU-Burning Steppes,https://www.wowprogress.com/guild/eu/burning-steppes/Reign
1674,Stand Up Comedy,EU-Drak'thul,https://www.wowprogress.com/guild/eu/drak-thul/Stand+Up+Comedy
1676,Exiles,EU-Emerald Dream,https://www.wowprogress.com/guild/eu/emerald-dream/Exiles
1676,Luftens Helte,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/Luftens+Helte
1679,We are not prepared,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/We+are+not+prepared
1679,Renegade Raider,EU (DE)-Malygos,https://www.wowprogress.com/guild/eu/malygos/Renegade+Raider
1683,Rangeln Worldwide,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/Rangeln+Worldwide
1685,Kameraden,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Kameraden
1686,Redefine,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Redefine
1686,Tempered,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/Tempered
1714,Pompeii,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/Pompeii
1715,Diamond Raid,EU (DE)-Lothar,https://www.wowprogress.com/guild/eu/lothar/Diamond+Raid
1718,Ipse Nocens,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Ipse+Nocens
1719,Well Played,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Well+Played
1720,Benched,EU (DE)-Taerar,https://www.wowprogress.com/guild/eu/taerar/Benched
1721,Flinke Freunde,EU (DE)-Thrall,https://www.wowprogress.com/guild/eu/thrall/Flinke+Freunde
1722,Wasted,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Wasted
1723,Overzealous,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Overzealous
1725,Artifex,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Artifex
1725,Training Dummies,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Training+Dummies
1727,Last Call,EU (DE)-Thrall,https://www.wowprogress.com/guild/eu/thrall/Last+Call
1728,Fusion,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Fusion
1733,ALIRA ProgressInHa..,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/ALIRA+ProgressInHarmony
1733,Megalomania,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/Megalomania
1735,Rebirth,EU-Silvermoon,https://www.wowprogress.com/guild/eu/silvermoon/Rebirth
1737,Dagor,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Dagor
1737,Prisma,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/Prisma
1740,murderous frenzy,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/murderous+frenzy
1740,Ascension,EU (DE)-Azshara,https://www.wowprogress.com/guild/eu/azshara/Ascension
1743,Ashj Enkil,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Ashj+Enkil
1743,Equilibrium Aeternum,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/Equilibrium+Aeternum
1748,SaltNations,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/SaltNations
1759,O M E G A,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/O+M+E+G+A
1759,BreathTakìng,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/BreathTak%C3%ACng
1766,Incendaríus,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Incendar%C3%ADus
1766,New Story,EU-Tarren Mill,https://www.wowprogress.com/guild/eu/tarren-mill/New+Story
1766,Fun club,EU-Ragnaros,https://www.wowprogress.com/guild/eu/ragnaros/Fun+club
1766,Discontent,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Discontent
1770,Deathroll Casino,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/Deathroll+Casino
1770,Alles für die Logs,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/Alles+f%C3%BCr+die+Logs
1770,Undefeated,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Undefeated
1773,Aphelion,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Aphelion
1774,Evil Awareness,EU (DE)-Malygos,https://www.wowprogress.com/guild/eu/malygos/Evil+Awareness
1774,Satisfactory,EU-Argent Dawn,https://www.wowprogress.com/guild/eu/argent-dawn/Satisfactory
1777,Emberwood Lodge,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/Emberwood+Lodge
1783,Carpe Noctis,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Carpe+Noctis
1784,ARISE,EU (DE)-Thrall,https://www.wowprogress.com/guild/eu/thrall/ARISE
1786,Knights Who Say Nih,EU-Dragonblight,https://www.wowprogress.com/guild/eu/dragonblight/Knights+Who+Say+Nih
1802,True,EU (DE)-Antonidas,https://www.wowprogress.com/guild/eu/antonidas/True
1803,Rocketier,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Rocketier
1804,HAKI,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/HAKI
1805,Unity,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Unity
1805,Treehouse,EU-Shadowsong,https://www.wowprogress.com/guild/eu/shadowsong/Treehouse
1808,Imperium,EU-Azuremyst,https://www.wowprogress.com/guild/eu/azuremyst/Imperium
1808,Tooney Lunes,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Tooney+Lunes
1813,Magnus Canis,EU-Daggerspine,https://www.wowprogress.com/guild/eu/daggerspine/Magnus+Canis
1814,Ember,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/Ember
1815,Mirabelki,EU-Burning Legion,https://www.wowprogress.com/guild/eu/burning-legion/Mirabelki
1832,Ban Me,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Ban+Me
1840,Effective Chaos,EU-Darkspear,https://www.wowprogress.com/guild/eu/darkspear/Effective+Chaos
1841,Last Ditch Effort,EU-Kazzak,https://www.wowprogress.com/guild/eu/kazzak/Last+Ditch+Effort
1843,Inithium,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Inithium
1843,CritsAndGiggles,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/CritsAndGiggles
1845,Eternity,EU-Sylvanas,https://www.wowprogress.com/guild/eu/sylvanas/Eternity
1847,EmotionS,EU (DE)-Blackhand,https://www.wowprogress.com/guild/eu/blackhand/EmotionS
1849,Can I Pet That Gnome,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Can+I+Pet+That+Gnome
1851,Rotschild,EU (DE)-Blackmoore,https://www.wowprogress.com/guild/eu/blackmoore/Rotschild
1851,Strife,EU-Twisting Nether,https://www.wowprogress.com/guild/eu/twisting-nether/Strife
1851,Nachtschatten Zirkel,EU (DE)-Mal'Ganis,https://www.wowprogress.com/guild/eu/mal-ganis/Nachtschatten+Zirkel
1851,F L A M E,EU-Sylvanas,https://www.wowprogress.com/guild/eu/sylvanas/F+L+A+M+E
1873,Zero Crits,EU-Draenor,https://www.wowprogress.com/guild/eu/draenor/Zero+Crits
1875,Raidy or Not,EU (DE)-Blackrock,https://www.wowprogress.com/guild/eu/blackrock/Raidy+or+Not
1875,let him cook,EU-Ravencrest,https://www.wowprogress.com/guild/eu/ravencrest/let+him+cook
1877,The Golden Dawn,EU (DE)-Aman'Thul,https://www.wowprogress.com/guild/eu/aman-thul/The+Golden+Dawn
